Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross (In Millions),Metascore,Votes
Charlie's Angels: Full Throttle,2003,"Action,Adventure,Comedy",4.9,106,100.83 ,48,"128,314"
Rush Hour 3,2007,"Action,Comedy,Crime",6.2,91,140.13 ,44,"168,713"
The Full Monty,1997,"Comedy,Drama",7.2,91,45.95 ,75,"106,869"
Gong fu yu jia,2017,"Action,Adventure,Comedy",5.1,107,0.36 ,50,"10,441"
Annabelle,2014,"Horror,Mystery,Thriller",5.4,99,84.27 ,37,"159,474"
Encanto,2021,"Animation,Comedy,Family",7.2,102,96.09 ,75,"215,996"
The Village,2004,"Drama,Mystery,Thriller",6.6,108,114.20 ,44,"261,770"
Erin Brockovich,2000,"Biography,Drama",7.4,131,125.60 ,73,"198,063"
Get Out,2017,"Horror,Mystery,Thriller",7.7,104,176.04 ,85,"598,580"
Marley & Me,2008,"Comedy,Drama,Family",7,111,143.15 ,53,"158,913"
Halloween,2018,"Crime,Horror,Thriller",6.5,106,159.34 ,67,"151,270"
Us,2019,"Horror,Mystery,Thriller",6.8,116,175.08 ,81,"294,642"
Cliffhanger,1993,"Action,Adventure,Thriller",6.5,113,84.05 ,60,"130,555"
Babe,1995,"Comedy,Drama,Family",6.9,91,66.60 ,83,"125,993"
Men in Black: International,2019,"Action,Adventure,Comedy",5.6,114,80.00 ,38,"134,497"
Wild Hogs,2007,"Action,Adventure,Comedy",5.8,100,168.27 ,27,"119,295"
High School Musical 3: Senior Year,2008,"Comedy,Drama,Family",4.9,112,90.56 ,57,"63,173"
Hercules,1997,"Animation,Adventure,Comedy",7.3,93,99.05 ,74,"231,152"
Dark Phoenix,2019,"Action,Adventure,Sci-Fi",5.7,113,65.85 ,43,"186,645"
True Grit,2010,"Drama,Western",7.6,110,171.24 ,80,"338,844"
Dolittle,2020,"Adventure,Comedy,Family",5.6,101,77.05 ,26,"64,710"
Bean,1997,"Adventure,Comedy,Family",6.5,89,45.32 ,52,"105,606"
American Hustle,2013,"Crime,Drama",7.2,138,150.12 ,90,"478,163"
Enemy of the State,1998,"Action,Thriller",7.3,132,111.55 ,67,"244,745"
You've Got Mail,1998,"Comedy,Drama,Romance",6.7,119,115.82 ,57,"214,320"
Eragon,2006,"Action,Adventure,Family",5.1,104,75.03 ,38,"126,892"
Brother Bear,2003,"Animation,Adventure,Comedy",6.8,85,85.34 ,48,"111,233"
The Godfather,1972,"Crime,Drama",9.2,175,134.97 ,100,"1,837,508"
The Mask of Zorro,1998,"Action,Adventure,Comedy",6.8,136,94.10 ,63,"184,739"
The Ring,2002,"Horror,Mystery",7.1,115,129.13 ,57,"349,196"
The Blair Witch Project,1999,"Horror,Mystery",6.5,81,140.54 ,81,"260,578"
Unbreakable,2000,"Drama,Mystery,Sci-Fi",7.3,106,95.01 ,62,"417,360"
Journey to the West: Demon Chapter,2017,"Adventure,Comedy,Family",5.4,109,0.88 ,59,"3,223"
Dumb and Dumber,1994,Comedy,7.3,107,127.18 ,41,"384,683"
Glass,2019,"Drama,Horror,Sci-Fi",6.6,129,111.05 ,43,"242,398"
Grown Ups 2,2013,Comedy,5.3,101,133.67 ,19,"155,190"
The Peanuts Movie,2015,"Animation,Adventure,Comedy",7,88,130.18 ,67,"46,367"
Rango,2011,"Animation,Action,Adventure",7.2,107,123.48 ,75,"265,169"
Four Weddings and a Funeral,1994,"Comedy,Drama,Romance",7.1,117,52.70 ,81,"153,235"
Face/Off,1997,"Action,Crime,Sci-Fi",7.3,138,112.23 ,82,"377,112"
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Comedy",5.9,112,82.05 ,40,"93,519"
Dark Shadows,2012,"Comedy,Fantasy,Horror",6.2,113,79.73 ,55,"267,793"
Hulk,2003,"Action,Sci-Fi",5.6,138,132.18 ,54,"268,427"
Love Actually,2003,"Comedy,Drama,Romance",7.6,135,59.70 ,55,"479,093"
Back to the Future Part III,1990,"Adventure,Comedy,Sci-Fi",7.4,118,87.73 ,55,"444,848"
Pixels,2015,"Action,Comedy,Fantasy",5.6,105,78.75 ,27,"145,080"
Hercules,2014,"Action,Adventure,Fantasy",6,98,72.69 ,47,"156,568"
Rush Hour,1998,"Action,Comedy,Crime",7,98,141.15 ,60,"268,029"
Journey to the Center of the Earth,2008,"Action,Adventure,Family",5.8,93,101.70 ,57,"123,377"
After Earth,2013,"Action,Adventure,Sci-Fi",4.8,100,60.52 ,33,"201,604"
A Few Good Men,1992,"Drama,Thriller",7.7,138,141.34 ,62,"264,137"
Cloudy with a Chance of Meatballs,2009,"Animation,Adventure,Comedy",6.9,90,124.87 ,66,"232,801"
8 Mile,2002,"Drama,Music",7.2,110,116.72 ,77,"288,870"
Daddy's Home,2015,"Comedy,Family",6.1,96,150.36 ,42,"120,075"
RoboCop,2014,"Action,Crime,Sci-Fi",6.2,117,58.61 ,52,"228,750"
Eraser,1996,"Action,Crime,Thriller",6.2,115,101.30 ,56,"112,248"
Alien: Covenant,2017,"Horror,Sci-Fi,Thriller",6.4,122,74.26 ,65,"281,193"
Sully,2016,"Biography,Drama",7.4,96,125.07 ,74,"271,982"
Assassin's Creed,2016,"Action,Adventure,Sci-Fi",5.6,115,54.65 ,36,"199,443"
Click,2006,"Comedy,Drama,Fantasy",6.4,107,137.36 ,45,"331,476"
Resident Evil: Retribution,2012,"Action,Horror,Sci-Fi",5.3,95,42.35 ,39,"143,230"
Die Hard 2,1990,"Action,Thriller",7.1,124,117.54 ,67,"361,348"
Crocodile Dundee II,1988,"Action,Adventure,Comedy",5.7,108,109.31 ,41,"57,738"
Planes,2013,"Animation,Adventure,Comedy",5.7,91,90.29 ,39,"45,618"
Crazy Rich Asians,2018,"Comedy,Drama,Romance",6.9,120,174.53 ,74,"172,141"
Batman & Robin,1997,"Action,Sci-Fi",3.7,125,107.33 ,28,"253,905"
Gulliver's Travels,2010,"Adventure,Comedy,Family",4.9,85,42.78 ,33,"70,008"
Gone in Sixty Seconds,2000,"Action,Crime,Thriller",6.5,118,101.65 ,35,"279,039"
Saturday Night Fever,1977,"Drama,Music",6.8,118,94.21 ,77,"80,515"
Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,122,132.09 ,81,"707,140"
2 Fast 2 Furious,2003,"Action,Adventure,Crime",5.9,107,127.15 ,38,"274,150"
Hauru no ugoku shiro,2004,"Animation,Adventure,Family",8.2,119,4.71 ,80,"391,972"
Hidden Figures,2016,"Biography,Drama,History",7.8,127,169.61 ,74,"228,994"
A.I. Artificial Intelligence,2001,"Drama,Sci-Fi",7.2,146,78.62 ,65,"307,919"
Dead Poets Society,1989,"Comedy,Drama",8.1,128,95.86 ,79,"486,476"
Spy,2015,"Action,Comedy",7,120,110.83 ,75,"245,477"
American Pie,1999,Comedy,7,95,102.56 ,58,"406,463"
American Reunion,2012,Comedy,6.7,113,57.01 ,49,"214,905"
Big Daddy,1999,"Comedy,Drama",6.4,93,163.48 ,41,"217,887"
Alvin and the Chipmunks: The Road Chip,2015,"Animation,Adventure,Comedy",4.9,92,85.89 ,33,"19,973"
The Imitation Game,2014,"Biography,Drama,Thriller",8,114,91.13 ,71,"764,115"
Cruella,2021,"Adventure,Comedy,Crime",7.3,134,86.10 ,59,"231,138"
The Day the Earth Stood Still,2008,"Adventure,Drama,Sci-Fi",5.5,104,79.37 ,40,"171,254"
American Wedding,2003,Comedy,6.3,96,104.57 ,43,"206,883"
The Girl with the Dragon Tattoo,2011,"Crime,Drama,Mystery",7.8,158,102.52 ,71,"462,302"
Juno,2007,"Comedy,Drama",7.5,96,143.50 ,81,"521,898"
Argo,2012,"Biography,Drama,Thriller",7.7,120,136.03 ,86,"613,402"
Mr. Bean's Holiday,2007,"Comedy,Family",6.4,90,33.30 ,56,"126,641"
The English Patient,1996,"Drama,Romance,War",7.4,162,78.65 ,87,"190,524"
Sister Act,1992,"Comedy,Family,Music",6.5,100,139.61 ,51,"99,469"
Annabelle Comes Home,2019,"Horror,Mystery,Thriller",5.9,106,74.15 ,53,"75,656"
Constantine,2005,"Action,Fantasy,Horror",7,121,75.98 ,50,"345,895"
Get Smart,2008,"Action,Adventure,Comedy",6.5,110,130.32 ,54,"218,695"
Space Jam,1996,"Animation,Adventure,Comedy",6.5,88,90.46 ,59,"197,989"
La vita è bella,1997,"Comedy,Drama,Romance",8.6,116,57.60 ,59,"689,557"
The Heat,2013,"Action,Comedy,Crime",6.6,117,159.58 ,60,"172,940"
Ghostbusters,2016,"Action,Comedy,Fantasy",6.9,117,128.34 ,60,"231,550"
Ghost Rider,2007,"Action,Fantasy,Thriller",5.2,110,115.80 ,35,"239,770"
Paddington 2,2017,"Adventure,Comedy,Family",7.8,103,40.44 ,88,"78,529"
Sleepless in Seattle,1993,"Comedy,Drama,Romance",6.8,105,126.53 ,72,"176,528"
Lethal Weapon 2,1989,"Action,Crime,Thriller",7.2,114,147.25 ,70,"176,663"
The Green Hornet,2011,"Action,Comedy,Crime",5.8,119,98.78 ,39,"160,903"
Out of Africa,1985,"Biography,Drama,Romance",7.1,161,87.10 ,69,"80,266"
Fang hua,2017,"Drama,Romance,War",7,135,1.89 ,69,"3,159"
Baby Driver,2017,"Action,Crime,Drama",7.6,113,107.83 ,86,"531,492"
Immortals,2011,"Action,Drama,Fantasy",6,110,83.50 ,46,"169,079"
Taken,2008,"Action,Crime,Thriller",7.8,90,145.00 ,51,"601,606"
Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure,Family,Fantasy",5.8,118,88.76 ,47,"189,434"
Hansel & Gretel: Witch Hunters,2013,"Action,Fantasy,Horror",6.1,88,55.70 ,23,"207,038"
Valerian and the City of a Thousand Planets,2017,"Action,Adventure,Fantasy",6.4,136,41.19 ,51,"181,635"
Good Will Hunting,1997,"Drama,Romance",8.3,126,138.43 ,70,"958,499"
Ford v Ferrari,2019,"Action,Biography,Drama",8.1,152,117.62 ,81,"386,696"
Jumper,2008,"Action,Adventure,Sci-Fi",6.1,88,80.17 ,35,"307,280"
Elf,2003,"Adventure,Comedy,Family",7,97,173.40 ,64,"265,528"
The Social Network,2010,"Biography,Drama",7.8,120,96.96 ,95,"698,176"
Chicken Run,2000,"Animation,Adventure,Comedy",7.1,84,106.83 ,88,"192,451"
Con Air,1997,"Action,Crime,Thriller",6.9,115,101.12 ,52,"299,733"
Interview with the Vampire: The Vampire Chronicles,1994,"Drama,Fantasy,Horror",7.5,123,105.26 ,59,"322,719"
Flightplan,2005,"Drama,Mystery,Thriller",6.3,98,89.71 ,53,"163,219"
Yes Man,2008,"Comedy,Romance",6.8,104,97.69 ,46,"362,007"
Non-Stop,2014,"Action,Mystery,Thriller",6.9,106,92.17 ,56,"264,924"
"Honey, I Shrunk the Kids",1989,"Adventure,Comedy,Family",6.4,93,130.72 ,63,"155,254"
Fahrenheit 9/11,2004,"Documentary,Drama,War",7.5,122,119.19 ,67,"129,811"
Wild Wild West,1999,"Action,Comedy,Sci-Fi",4.9,106,113.81 ,38,"161,503"
Geostorm,2017,"Action,Sci-Fi,Thriller",5.3,109,33.70 ,21,"108,381"
Presumed Innocent,1990,"Mystery,Thriller",6.9,127,86.30 ,72,"42,551"
Jungle Cruise,2021,"Action,Adventure,Comedy",6.6,127,116.99 ,50,"186,684"
Scary Movie 3,2003,Comedy,5.5,84,110.00 ,49,"148,137"
Collateral,2004,"Action,Crime,Drama",7.5,120,101.01 ,71,"403,122"
Inferno,2016,"Action,Adventure,Crime",6.2,121,34.34 ,42,"176,211"
Knocked Up,2007,"Comedy,Romance",6.9,129,148.73 ,85,"370,021"
Green Lantern,2011,"Action,Adventure,Sci-Fi",5.5,114,116.60 ,39,"285,243"
What Happens in Vegas,2008,"Comedy,Romance",6.1,99,80.28 ,36,"177,583"
It's Complicated,2009,"Comedy,Drama,Romance",6.5,121,112.74 ,57,"93,187"
The Terminal,2004,"Comedy,Drama,Romance",7.4,128,77.87 ,55,"457,518"
Captain Phillips,2013,"Action,Biography,Crime",7.8,134,107.10 ,82,"458,764"
The Prince of Egypt,1998,"Animation,Adventure,Drama",7.1,99,101.22 ,64,"132,633"
Jack Reacher,2012,"Action,Mystery,Thriller",7,130,80.07 ,50,"341,527"
Kingdom of Heaven,2005,"Action,Adventure,Drama",7.2,144,47.40 ,63,"288,615"
The Emoji Movie,2017,"Animation,Adventure,Comedy",3.3,86,86.09 ,12,"64,680"
Dracula Untold,2014,"Action,Drama,Fantasy",6.2,92,56.28 ,40,"195,378"
Central Intelligence,2016,"Action,Comedy,Crime",6.3,107,127.44 ,52,"190,383"
Million Dollar Baby,2004,"Drama,Sport",8.1,132,100.49 ,86,"684,956"
The Help,2011,Drama,8.1,146,169.71 ,62,"457,691"
Twins,1988,"Comedy,Crime",6.1,107,111.94 ,53,"125,275"
Little Women,2019,"Drama,Romance",7.8,135,108.10 ,91,"201,976"
Valentine's Day,2010,"Comedy,Romance",5.7,125,110.49 ,34,"120,271"
Bad Teacher,2011,"Comedy,Romance",5.6,92,100.29 ,47,"203,732"
The Croods: A New Age,2020,"Animation,Adventure,Comedy",6.9,95,58.57 ,56,"43,280"
Clear and Present Danger,1994,"Action,Crime,Drama",6.9,141,122.19 ,74,"100,222"
One Hundred and One Dalmatians,1961,"Animation,Adventure,Comedy",7.3,79,144.88 ,83,"168,257"
Ted 2,2015,Comedy,6.3,115,81.48 ,48,"209,744"
Dracula,1992,"Drama,Fantasy,Horror",7.4,128,82.52 ,57,"217,157"
Vertical Limit,2000,"Action,Adventure,Drama",5.9,124,69.24 ,48,"62,163"
Ghostbusters II,1989,"Action,Comedy,Fantasy",6.6,108,112.49 ,56,"207,469"
The Patriot,2000,"Action,Drama,History",7.2,165,113.33 ,63,"275,099"
The Sorcerer's Apprentice,2010,"Action,Adventure,Family",6.1,109,63.15 ,46,"162,670"
Just Go with It,2011,"Comedy,Romance",6.4,117,103.03 ,33,"244,880"
The Expendables 3,2014,"Action,Adventure,Thriller",6.1,126,39.32 ,35,"182,933"
Dirty Dancing,1987,"Drama,Music,Romance",7,100,0.62 ,65,"231,933"
Creed II,2018,"Drama,Sport",7.1,130,115.72 ,66,"124,925"
Smallfoot,2018,"Animation,Adventure,Comedy",6.6,96,83.24 ,60,"39,768"
Public Enemies,2009,"Action,Biography,Crime",7,140,97.10 ,70,"303,464"
The Bourne Identity,2002,"Action,Mystery,Thriller",7.9,119,121.66 ,68,"545,806"
Disclosure,1994,"Drama,Thriller",6.1,128,83.02 ,58,"50,693"
Pulp Fiction,1994,"Crime,Drama",8.9,154,107.93 ,94,"2,029,060"
The Aviator,2004,"Biography,Drama",7.5,170,102.61 ,77,"361,079"
Wo hu cang long,2000,"Action,Adventure,Drama",7.9,120,128.08 ,94,"269,385"
Braveheart,1995,"Biography,Drama,History",8.4,178,75.60 ,68,"1,032,016"
Into the Woods,2014,"Adventure,Comedy,Drama",5.9,125,128.00 ,69,"141,663"
Bedtime Stories,2008,"Adventure,Comedy,Family",6,99,110.10 ,33,"95,677"
Miss Congeniality,2000,"Action,Comedy,Crime",6.3,109,106.81 ,43,"210,746"
Entrapment,1999,"Action,Crime,Romance",6.3,113,87.70 ,54,"116,636"
Ace Ventura: When Nature Calls,1995,"Adventure,Comedy,Crime",6.4,90,108.39 ,45,"218,023"
End of Days,1999,"Action,Fantasy,Horror",5.8,122,66.89 ,33,"111,239"
Bridget Jones's Baby,2016,"Comedy,Drama,Romance",6.5,123,24.25 ,59,"76,123"
Fury,2014,"Action,Drama,War",7.5,134,85.82 ,64,"486,715"
Battle: Los Angeles,2011,"Action,Adventure,Sci-Fi",5.7,116,83.55 ,37,"180,761"
Australia,2008,"Adventure,Drama,Romance",6.6,165,49.55 ,53,"125,206"
Due Date,2010,"Comedy,Drama",6.5,95,100.54 ,51,"343,897"
Master and Commander: The Far Side of the World,2003,"Action,Adventure,Drama",7.4,138,93.93 ,81,"221,838"
A Series of Unfortunate Events,2004,"Adventure,Comedy,Family",6.8,108,118.63 ,62,"209,564"
The Little Mermaid,1989,"Animation,Adventure,Comedy",7.6,83,111.54 ,88,"262,826"
District 9,2009,"Action,Sci-Fi,Thriller",7.9,112,115.65 ,81,"679,692"
Moonraker,1979,"Action,Adventure,Sci-Fi",6.2,126,70.31 ,66,"101,670"
The Others,2001,"Horror,Mystery,Thriller",7.6,101,96.52 ,74,"366,446"
Horrible Bosses,2011,"Comedy,Crime",6.9,98,117.54 ,57,"448,740"
Red Dragon,2002,"Crime,Drama,Thriller",7.2,124,93.15 ,60,"273,714"
Tomorrowland,2015,"Action,Adventure,Family",6.4,130,93.44 ,60,"182,944"
Me Before You,2016,"Drama,Romance",7.4,106,56.25 ,51,"251,829"
Safe House,2012,"Action,Thriller",6.7,115,126.37 ,52,"223,518"
S.W.A.T.,2003,"Action,Adventure,Crime",6,117,116.93 ,45,"148,050"
The Fast and the Furious,2001,"Action,Adventure,Crime",6.8,106,144.53 ,58,"384,844"
Traffic,2000,"Crime,Drama,Thriller",7.6,147,124.12 ,86,"207,817"
Paranormal Activity 3,2011,"Horror,Mystery",5.8,83,104.01 ,59,"95,454"
Philadelphia,1993,Drama,7.7,125,77.32 ,66,"242,042"
The Conjuring: The Devil Made Me Do It,2021,"Horror,Mystery,Thriller",6.3,112,65.63 ,53,"113,608"
Sleepy Hollow,1999,"Fantasy,Horror,Mystery",7.3,105,101.07 ,65,"359,468"
The Holiday,2006,"Comedy,Romance",6.9,136,63.22 ,52,"284,868"
Nou fo,2021,"Action,Adventure,Crime",6.6,126,0.39 ,72,"4,700"
The Jungle Book,1967,"Animation,Adventure,Comedy",7.6,78,141.84 ,65,"183,055"
London Has Fallen,2016,"Action,Thriller",5.9,99,62.68 ,28,"158,975"
The Break-Up,2006,"Comedy,Drama,Romance",5.8,106,118.70 ,45,"133,142"
Xi you: Xiang mo pian,2013,"Action,Adventure,Comedy",6.7,110,0.02 ,68,"12,944"
The Ugly Truth,2009,"Comedy,Romance",6.4,96,88.92 ,28,"219,572"
JFK,1991,"Drama,History,Thriller",8,189,70.41 ,72,"156,390"
White House Down,2013,"Action,Drama,Thriller",6.3,131,73.10 ,52,"222,455"
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,"Action,Adventure,Comedy",6,109,84.16 ,60,"236,909"
A Dog's Purpose,2017,"Adventure,Comedy,Drama",7.2,100,64.51 ,43,"72,732"
Gake no ue no Ponyo,2008,"Animation,Adventure,Comedy",7.6,101,15.09 ,86,"143,771"
Fun with Dick and Jane,2005,"Comedy,Crime",6.1,90,110.33 ,47,"146,198"
Eat Pray Love,2010,"Biography,Drama,Romance",5.8,133,80.57 ,50,"97,766"
Ghostbusters: Afterlife,2021,"Adventure,Comedy,Fantasy",7.1,124,129.36 ,45,"177,688"
You Don't Mess with the Zohan,2008,"Action,Comedy",5.6,113,100.02 ,54,"202,753"
The Addams Family,2019,"Animation,Comedy,Family",5.8,86,100.04 ,46,"39,322"
Hairspray,2007,"Comedy,Drama,Musical",6.7,117,118.87 ,81,"130,999"
King Arthur,2004,"Action,Adventure,Drama",6.3,126,51.88 ,46,"168,657"
Yogi Bear,2010,"Animation,Adventure,Comedy",4.6,81,100.25 ,35,"22,175"
Everest,2015,"Action,Adventure,Biography",7.1,121,43.48 ,64,"217,969"
Vanilla Sky,2001,"Fantasy,Mystery,Romance",6.9,136,100.61 ,45,"267,296"
Arrival,2016,"Drama,Mystery,Sci-Fi",7.9,116,100.55 ,81,"687,333"
Need for Speed,2014,"Action,Thriller",6.4,132,43.58 ,39,"171,494"
Garfield,2004,"Animation,Adventure,Comedy",5,80,75.37 ,27,"87,145"
Patch Adams,1998,"Biography,Comedy,Drama",6.8,115,135.03 ,25,"114,075"
Teenage Mutant Ninja Turtles,1990,"Action,Adventure,Comedy",6.7,93,135.27 ,51,"94,675"
Kindergarten Cop,1990,"Action,Comedy,Crime",6.2,111,91.46 ,61,"150,256"
Straight Outta Compton,2015,"Biography,Drama,History",7.8,147,161.20 ,72,"201,932"
21 Jump Street,2012,"Action,Comedy,Crime",7.2,109,138.45 ,69,"556,062"
Valkyrie,2008,"Drama,History,Thriller",7.1,121,83.08 ,56,"245,027"
Open Season,2006,"Animation,Adventure,Comedy",6.1,86,85.11 ,49,"96,896"
Cats & Dogs,2001,"Action,Adventure,Comedy",5.1,87,93.39 ,47,"59,863"
The Hunt for Red October,1990,"Action,Adventure,Thriller",7.5,135,122.01 ,58,"200,285"
Percy Jackson: Sea of Monsters,2013,"Adventure,Family,Fantasy",5.7,106,68.56 ,39,"118,717"
Two Weeks Notice,2002,"Comedy,Romance",6.1,101,93.35 ,42,"119,039"
RED,2010,"Action,Comedy,Crime",7,111,90.38 ,60,"309,159"
City of Angels,1998,"Drama,Fantasy,Romance",6.7,114,78.69 ,54,"121,219"
The Pacifier,2005,"Action,Comedy,Drama",5.6,95,113.09 ,30,"95,001"
50 First Dates,2004,"Comedy,Drama,Romance",6.8,99,120.91 ,48,"355,191"
Total Recall,2012,"Action,Adventure,Sci-Fi",6.2,118,58.88 ,43,"254,967"
Yi chu hao xi,2018,"Comedy,Drama",6.2,134,0.67 ,61,"1,751"
Lo imposible,2012,"Adventure,Drama,History",7.5,114,19.02 ,73,"223,973"
Ren zai jiong tu: Tai jiong,2012,"Adventure,Comedy,Drama",6.2,105,0.06 ,55,"3,533"
Christopher Robin,2018,"Adventure,Comedy,Drama",7.2,104,99.22 ,60,"78,143"
Jack the Giant Slayer,2013,"Action,Adventure,Fantasy",6.3,114,65.19 ,51,"139,422"
Smurfs: The Lost Village,2017,"Animation,Adventure,Comedy",5.9,90,45.02 ,40,"21,802"
Spy Kids 3: Game Over,2003,"Action,Adventure,Comedy",4.3,84,111.76 ,57,"60,852"
Panic Room,2002,"Crime,Drama,Thriller",6.8,112,96.40 ,65,"280,108"
The Other Woman,2014,"Comedy,Romance",6,109,83.91 ,39,"141,573"
Stargate,1994,"Action,Adventure,Sci-Fi",7,116,71.57 ,42,"191,090"
Beowulf,2007,"Animation,Action,Adventure",6.3,115,82.16 ,59,"168,626"
The Vow,2012,"Drama,Romance",6.8,104,125.01 ,43,"194,851"
Anger Management,2003,Comedy,6.2,106,135.65 ,52,"216,400"
Tropic Thunder,2008,"Action,Comedy,War",7,107,110.52 ,71,"414,914"
The Shape of Water,2017,"Drama,Fantasy,Romance",7.3,123,63.86 ,87,"417,542"
Rocketman,2019,"Biography,Drama,Musical",7.3,121,96.37 ,69,"174,642"
The Pelican Brief,1993,"Crime,Drama,Mystery",6.6,141,100.77 ,50,"88,065"
The BFG,2016,"Adventure,Family,Fantasy",6.3,117,55.48 ,66,"86,377"
The Intern,2015,"Comedy,Drama",7.1,121,75.76 ,51,"251,894"
The Curse of the Were-Rabbit,2005,"Animation,Adventure,Comedy",7.5,85,56.11 ,87,"136,257"
Gnomeo & Juliet,2011,"Animation,Adventure,Comedy",5.9,84,99.97 ,53,"56,278"
The Sum of All Fears,2002,"Action,Drama,Thriller",6.4,124,118.91 ,45,"116,714"
Tenki no ko,2019,"Animation,Drama,Fantasy",7.5,112,7.80 ,72,"40,645"
Gangs of New York,2002,"Crime,Drama",7.5,167,77.81 ,72,"440,994"
Paranormal Activity,2007,"Horror,Mystery",6.3,86,107.92 ,68,"240,026"
The Lego Movie 2: The Second Part,2019,"Animation,Action,Adventure",6.6,107,105.81 ,65,"66,840"
The Equalizer,2014,"Action,Crime,Thriller",7.2,132,101.53 ,57,"370,174"
Downton Abbey,2019,"Drama,Romance",7.4,122,96.85 ,64,"56,300"
The Addams Family,1991,"Comedy,Fantasy",6.9,99,113.50 ,57,"155,569"
The Longest Yard,2005,"Comedy,Crime,Sport",6.4,113,158.12 ,48,"179,890"
The Santa Clause,1994,"Comedy,Drama,Family",6.5,97,144.83 ,57,"115,965"
Cheaper by the Dozen,2003,"Comedy,Family",5.9,98,138.61 ,46,"102,741"
The Equalizer 2,2018,"Action,Crime,Thriller",6.7,121,102.08 ,50,"159,456"
Hollow Man,2000,"Action,Horror,Sci-Fi",5.8,112,73.21 ,24,"131,978"
Outbreak,1995,"Action,Drama,Thriller",6.6,127,67.82 ,64,"130,266"
The X Files,1998,"Drama,Mystery,Sci-Fi",7,121,83.90 ,60,"106,169"
Rambo III,1988,"Action,Adventure,Thriller",5.8,102,53.72 ,36,"131,800"
The Secret Life of Walter Mitty,2013,"Adventure,Comedy,Drama",7.3,114,58.24 ,54,"317,252"
Jaws 2,1978,"Adventure,Horror,Thriller",5.8,116,102.92 ,51,"78,895"
12 Years a Slave,2013,"Biography,Drama,History",8.1,134,56.67 ,96,"697,506"
Heat,1995,"Action,Crime,Drama",8.3,170,67.44 ,76,"650,648"
Mr. Popper's Penguins,2011,"Comedy,Family,Fantasy",6,94,68.22 ,53,"97,778"
The Grudge,2004,"Horror,Mystery,Thriller",5.9,91,110.36 ,49,"145,321"
I Now Pronounce You Chuck & Larry,2007,"Comedy,Romance",5.9,115,120.06 ,37,"148,092"
The Horse Whisperer,1998,"Drama,Romance,Western",6.7,169,75.38 ,65,"41,578"
Walk the Line,2005,"Biography,Drama,Music",7.8,136,119.52 ,72,"251,365"
The Jungle Book 2,2003,"Animation,Adventure,Comedy",5.3,72,47.89 ,38,"16,595"
The Final Destination,2009,"Horror,Thriller",5.1,82,66.48 ,30,"106,590"
Atlantis: The Lost Empire,2001,"Animation,Action,Adventure",6.9,95,84.05 ,52,"120,319"
Inside Man,2006,"Crime,Drama,Mystery",7.6,129,88.51 ,76,"372,552"
The Waterboy,1998,"Comedy,Sport",6.1,90,161.49 ,41,"164,784"
Hugo,2011,"Adventure,Drama,Family",7.5,126,73.86 ,83,"323,110"
Pitch Perfect 3,2017,"Comedy,Music",5.8,93,104.90 ,40,"64,635"
Watchmen,2009,"Action,Drama,Mystery",7.6,162,107.51 ,56,"550,223"
The Birdcage,1996,Comedy,7.2,117,124.06 ,72,"90,410"
Moulin Rouge!,2001,"Drama,Musical,Romance",7.6,127,57.39 ,66,"285,299"
Snow White and the Seven Dwarfs,1937,"Animation,Adventure,Family",7.6,83,184.93 ,95,"199,508"
Hop,2011,"Animation,Adventure,Comedy",5.4,95,108.09 ,41,"34,659"
Bad Moms,2016,Comedy,6.2,100,113.26 ,60,"125,657"
Jupiter Ascending,2015,"Action,Adventure,Sci-Fi",5.3,127,47.39 ,40,"188,877"
Knowing,2009,"Action,Mystery,Sci-Fi",6.2,121,79.96 ,41,"235,104"
102 Dalmatians,2000,"Adventure,Comedy,Family",4.8,100,66.96 ,35,"37,736"
Storks,2016,"Animation,Adventure,Comedy",6.8,87,72.68 ,56,"62,604"
Paul Blart: Mall Cop,2009,"Action,Comedy,Crime",5.2,91,20.82 ,39,"110,992"
Wayne's World,1992,"Comedy,Music",7,94,121.70 ,57,"157,683"
Maverick,1994,"Action,Adventure,Comedy",7,127,101.63 ,62,"112,377"
Mirror Mirror,2012,"Adventure,Comedy,Drama",5.6,106,64.94 ,46,"88,106"
The Man in the Iron Mask,1998,"Action,Adventure,Drama",6.5,132,56.97 ,48,"168,134"
Cape Fear,1991,"Crime,Thriller",7.3,128,79.10 ,73,"195,086"
The Haunted Mansion,2003,"Comedy,Family,Fantasy",5.1,99,75.85 ,34,"49,475"
While You Were Sleeping,1995,"Comedy,Drama,Romance",6.7,103,81.06 ,67,"103,474"
The Bridges of Madison County,1995,"Drama,Romance",7.6,135,71.52 ,69,"82,009"
Poseidon,2006,"Action,Adventure,Thriller",5.7,98,60.67 ,50,"105,442"
The First Wives Club,1996,Comedy,6.4,103,105.49 ,58,"49,703"
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure,Comedy,Family",5.1,93,84.22 ,34,"57,979"
Hot Shots!,1991,"Action,Comedy",6.7,84,69.47 ,61,"108,955"
Road to Perdition,2002,"Crime,Drama,Thriller",7.7,117,104.45 ,72,"268,139"
